id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
26148433,Rental unit in Farsta distrikt · ★3.75 · 1 bedroom · 1 bed · 1.5 baths,26547598,Alejandro,,Farsta,59.23417,18.09669,Entire home/apt,,1,12,2023-08-21,0.42,1,0,4,
26157117,Rental unit in Bromma · ★4.91 · 3 bedrooms · 3 beds · 1.5 baths,129725284,Martina,,Bromma,59.36119,17.9526,Entire home/apt,1500,4,11,2023-07-12,0.16,1,9,1,
26270883,Condo in Hägersten-Liljeholmen · ★4.50 · Studio · 1 bed · 1 bath,197483581,Martin,,Hägersten-Liljeholmens,59.295074462890625,18.00499153137207,Entire home/apt,1000,3,4,2022-08-27,0.23,1,32,0,
26283860,Townhouse in Stockholm · ★4.98 · 3 bedrooms · 4 beds · 2 baths,197610089,Sara,,Farsta,59.23958,18.10861,Entire home/apt,,2,41,2023-12-03,0.98,1,0,13,
26295290,Rental unit in Stockholm · ★4.89 · 2 bedrooms · 3 beds · 1 bath,141112779,Kristin,,Enskede-Årsta-Vantörs,59.28437,18.09073,Entire home/apt,,2,28,2023-07-30,0.42,2,0,5,
26321596,Rental unit in Södermalm · ★4.94 · 1 bedroom · 1 bed · 1 bath,12834413,Jens,,Södermalms,59.31553,18.08062,Entire home/apt,1600,6,35,2023-08-19,0.52,2,75,6,
26321639,Rental unit in Hägersten-Liljeholmen · ★4.93 · 1 bedroom · 1 bed · 1 bath,2681533,Ufuk,,Hägersten-Liljeholmens,59.30037,18.00018,Entire home/apt,1200,10,15,2023-08-22,0.28,1,363,2,
26326230,Rental unit in Stockholm · ★5.0 · 3 bedrooms · 4 beds · 2 baths,195350568,Sara,,Skarpnäcks,59.294,18.09893,Entire home/apt,2700,2,14,2023-11-05,0.21,1,358,2,
26347721,Condo in Södermalm · ★5.0 · 1 bedroom · 1 bed · 1 bath,27362205,Oliver,,Södermalms,59.32454,18.06863,Entire home/apt,1985,3,3,2023-11-19,0.12,1,15,1,
26359793,Rental unit in Södermalm · ★4.80 · 2 bedrooms · 2 beds · 1 bath,18583598,Jp,,Södermalms,59.3145,18.09213,Entire home/apt,1050,330,20,2022-07-31,0.30,1,216,0,
26409995,Townhouse in Enskededalen · ★4.75 · 3 bedrooms · 3 beds · 2.5 baths,55433359,Anna,,Skarpnäcks,59.28587,18.10147,Entire home/apt,,3,4,2023-07-24,0.06,1,0,2,
26410285,Condo in Södermalm · ★4.33 · Studio · 1 bed · 1.5 baths,131914135,Carl,,Södermalms,59.31638,18.05536,Entire home/apt,1436,1,21,2023-11-26,0.32,1,53,19,
26431548,Cabin in Älvsjö · ★4.94 · Studio · 2 beds · 1 bath,15306851,Johan,,Älvsjö,59.26391,17.98042,Entire home/apt,,7,47,2022-08-28,0.71,2,0,0,
26437886,Rental unit in Stockholm · 1 bedroom · 1 bed · 1 shared bath,2486978,Michael,,Enskede-Årsta-Vantörs,59.29174,18.08764,Private room,800,2,2,2019-09-12,0.04,1,360,0,
26440662,Rental unit in Hammarbyhöjden · ★5.0 · 1 bedroom · 1 bed · 1 bath,6119316,Ulrika,,Skarpnäcks,59.2944,18.10107,Entire home/apt,,3,28,2023-10-04,0.42,1,0,7,
26481669,Rental unit in Kungsholmen · 1 bedroom · 1 bed · 1 shared bath,30204319,Mikaela,,Kungsholmens,59.32739,18.04211,Private room,,1,0,,,1,0,0,
26487189,Townhouse in Älvsjö · ★5.0 · 3 bedrooms · 6 beds · 3 baths,9553137,Anja,,Älvsjö,59.28476,17.99302,Entire home/apt,,3,3,2018-08-14,0.05,1,0,0,
26510851,Rental unit in Södermalm · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,101705843,Bengt,,Södermalms,59.31143,18.08006,Private room,,3,18,2022-06-30,0.27,1,0,0,
26524207,Rental unit in Hägersten-Liljeholmen · ★4.77 · 2 bedrooms · 3 beds · 1.5 baths,31085076,Emma,,Hägersten-Liljeholmens,59.30687,18.02076,Entire home/apt,1204,5,13,2023-12-27,0.20,1,7,2,
26525725,Condo in Hammarbyhöjden · ★5.0 · 2 bedrooms · 3 beds · 2 baths,10406866,Fredrik,,Skarpnäcks,59.29615,18.09779,Entire home/apt,3543,3,6,2023-08-22,0.09,1,361,1,
26526444,Rental unit in Södermalm · ★4.46 · 2 bedrooms · 2 beds · 1 bath,198837452,Marcel,,Södermalms,59.31633,18.06468,Entire home/apt,1700,4,13,2023-08-31,0.20,1,9,4,
26566460,Guest suite in Enskede-Årsta-Vantör · ★4.83 · 1 bedroom · 1 bed · 2 baths,779648,Maria,,Enskede-Årsta-Vantörs,59.28521,18.06813,Entire home/apt,800,2,110,2020-08-16,1.69,1,263,0,
26594748,Rental unit in Norrmalm · ★4.67 · Studio · 1 bed · 1 bath,138956892,Jill,,Norrmalms,59.34723,18.05166,Entire home/apt,950,7,27,2023-11-03,0.41,1,3,12,
26613595,Rental unit in Gröndal · ★4.73 · 2 bedrooms · 2 beds · 1.5 baths,64384894,Daniel,,Hägersten-Liljeholmens,59.31297,17.99097,Entire home/apt,1786,3,15,2023-12-26,0.25,1,133,2,
26633497,Rental unit in Södermalm · ★5.0 · 1 bedroom · 1 bed · 1 bath,165232043,Pia,,Södermalms,59.3107,18.0862,Entire home/apt,,1,13,2020-01-03,0.20,1,0,0,
26648272,Home in Hässelby-Vällingby · ★5.0 · 5 bedrooms · 4 beds · 2.5 baths,199758468,Marie,,Hässelby-Vällingby,59.37307,17.8135,Entire home/apt,,2,4,2018-08-28,0.06,1,0,0,
26663215,Rental unit in Norrmalm · ★4.95 · Studio · 1 bed · 1.5 baths,17505186,Sara,,Norrmalms,59.33565,18.05157,Entire home/apt,,3,20,2020-02-17,0.30,1,0,0,
26700084,Rental unit in Kungsholmen · 3 bedrooms · 3 beds · 1.5 baths,185875210,Anouar,,Kungsholmens,59.34061633824934,18.008025087334964,Entire home/apt,3494,2,1,2023-08-11,0.21,1,156,1,
26702828,Rental unit in Stockholm · 1 bedroom · 3 beds · 1 bath,200774789,Erika,,Skarpnäcks,59.27648,18.12937,Entire home/apt,700,7,1,2018-07-17,0.02,1,66,0,
26708112,Rental unit in Hägersten-Liljeholmen · 1 bedroom · 1 bed · 1 bath,23161050,Michael,,Hägersten-Liljeholmens,59.2953,17.99395,Entire home/apt,860,1,1,2023-08-04,0.20,2,83,1,
26712784,Rental unit in Ladugårdsgärdet · 1 bedroom · 1 bed · 1 bath,44406887,Frank,,Östermalms,59.34497,18.09204,Entire home/apt,1656,5,1,2019-01-25,0.02,1,0,0,
26737247,Rental unit in Södermalm · ★4.24 · 1 bedroom · 1 bed · 1 private bath,201043701,Kajsa,,Södermalms,59.31623,18.08507,Private room,1330,1,25,2023-09-30,0.40,7,337,3,
26767012,Rental unit in Södermalm · ★4.64 · 2 bedrooms · 3 beds · 1 bath,140912731,Familjen Svensson,,Södermalms,59.32359,18.07154,Entire home/apt,2961,2,327,2023-12-04,4.95,3,0,70,
26776391,Rental unit in Stockholm · ★4.75 · 1 bedroom · 3 beds · 1.5 baths,200704508,Rebecka,,Hägersten-Liljeholmens,59.30822,18.01799,Private room,629,2,4,2019-11-24,0.06,1,0,0,
26790991,Rental unit in Stockholm · ★4.92 · 1 bedroom · 1 bed · 1 bath,90918457,Sarah,,Södermalms,59.31346,18.07999,Entire home/apt,1700,4,24,2023-09-03,0.36,1,0,5,
26793990,Rental unit in Älta · 1 bedroom · 2 beds · 1 private bath,158415389,Igor,,Skarpnäcks,59.25453,18.16607,Private room,750,2,2,2018-08-23,0.03,1,0,0,
26837405,Rental unit in Norrmalm · ★5.0 · 3 bedrooms · 3 beds · 0 baths,48472069,Jasper,,Norrmalms,59.34074,18.04414,Entire home/apt,3550,10,13,2023-07-16,0.20,1,313,1,
26852165,Rental unit in Södermalm · ★4.47 · 2 bedrooms · 1 bed · 1 bath,144923005,Jason,,Södermalms,59.31939,18.06337,Entire home/apt,950,1,18,2023-11-10,1.98,2,0,18,
26896182,Rental unit in Södermalm · ★4.54 · 1 bedroom · 2 beds · 1.5 baths,202328874,Oliver,,Södermalms,59.32462,18.07017,Entire home/apt,1361,3,155,2023-12-11,2.35,1,172,40,
26921828,Rental unit in Kungsholmen · ★4.63 · 1 bedroom · 1 bed · 1.5 baths,201593821,Susanna,,Kungsholmens,59.31851,17.99292,Entire home/apt,711,1,290,2023-12-03,4.38,1,187,36,
26939250,Rental unit in Södermalm · ★4.70 · 1 bedroom · 2 beds · 1 private bath,201043701,Kajsa,,Södermalms,59.31647,18.08457,Private room,1330,1,50,2023-12-25,0.85,7,338,18,
26940851,Rental unit in Södermalm · 1 bedroom · 1 bed · 1 private bath,201043701,Kajsa,,Södermalms,59.31628,18.08279,Private room,1190,1,2,2022-12-23,0.09,7,347,0,
26941121,Rental unit in Södermalm · ★4.45 · 1 bedroom · 1 bed · 1 private bath,201043701,Kajsa,,Södermalms,59.31459,18.0844,Private room,1062,1,11,2023-07-27,0.17,7,329,3,
26941358,Rental unit in Södermalm · ★4.11 · 1 bedroom · 1 bed · 1 shared bath,201043701,Kajsa,,Södermalms,59.31607,18.08294,Private room,705,1,28,2023-12-24,0.43,7,340,9,
27012627,Condo in Kungsholmen · ★4.86 · 1 bedroom · 1 bed · 1 shared bath,94839932,Dolores,,Kungsholmens,59.33262,18.04756,Private room,800,1,104,2023-12-03,1.58,1,364,44,
27045420,Rental unit in Södermalm · ★New · 1 bedroom · 1 bed · 1 bath,91140013,Malena,,Södermalms,59.31646264328709,18.030943521869034,Entire home/apt,1471,2,0,,,1,87,0,
27051847,Condo in Enskede-Årsta-Vantör · ★4.82 · 1 bedroom · 1 bed · 1.5 baths,91793370,Amanda,,Enskede-Årsta-Vantörs,59.28548758028688,18.08878105133772,Entire home/apt,1429,2,11,2023-11-20,0.71,1,361,7,
27062827,Rental unit in Spånga-Tensta · 2 bedrooms · 4 beds · 1 bath,104250737,Dzmitry,,Spånga-Tensta,59.39238,17.89976,Entire home/apt,,7,0,,,1,0,0,
27075208,Rental unit in Kungsholmen · 1 bedroom · 1 bed · 1 bath,2168347,Alicia,,Kungsholmens,59.32946,18.00438,Entire home/apt,6000,2,0,,,1,5,0,
27121494,Rental unit in Enskede-Årsta-Vantör · 1 bedroom · 1 bed · 1.5 baths,21997494,Jeanette,,Enskede-Årsta-Vantörs,59.26334,18.04746,Entire home/apt,700,5,1,2019-06-06,0.02,1,0,0,
27167970,Rental unit in Södermalm · ★4.75 · 1 bedroom · 1 bed · 1 shared bath,48001815,Michelle,,Södermalms,59.31433,18.06087,Private room,,2,4,2023-11-20,0.06,1,0,1,
27224432,Rental unit in Hägersten-Liljeholmen · ★4.99 · 1 bedroom · 2 beds · 1 bath,170081559,Sylvia,,Hägersten-Liljeholmens,59.30148,17.95826,Entire home/apt,860,2,69,2023-12-28,1.05,1,167,23,
27372439,Rental unit in Norrmalm · 2 bedrooms · 2 beds · 1 bath,206288928,Tash,,Norrmalms,59.34119,18.03107,Entire home/apt,2500,7,0,,,1,173,0,
27501372,Rental unit in Skärholmen · ★4.82 · 1 bedroom · 1 bed · 1.5 shared baths,207316290,Birkenesh,,Skärholmens,59.29935,17.93201,Private room,407,7,17,2023-11-11,0.26,1,361,2,
27511779,Rental unit in Stockholm · ★4.79 · 1 bedroom · 1 bed · 1 bath,92469407,Gabriella,,Östermalms,59.33699,18.07951,Entire home/apt,,3,24,2020-10-08,0.37,1,0,0,
27569938,Rental unit in Älvsjö · ★4.0 · 1 bedroom · 3 beds · 1 shared bath,174499572,Peter Knox,,Älvsjö,59.27764,18.00218,Private room,994,1,5,2022-09-24,0.08,3,365,0,
27573318,Rental unit in Älvsjö · 1 bedroom · 2 beds · 1 shared bath,174499572,Peter Knox,,Älvsjö,59.27932,18.00112,Private room,994,2,0,,,3,365,0,
27673892,Rental unit in Stockholm · 1 bedroom · 1 bed · 1 private bath,66608284,Kristina,,Östermalms,59.33613,18.08576,Private room,490,2,0,,,1,0,0,
27675078,Rental unit in Älvsjö · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,172630794,Neil,,Älvsjö,59.28712,18.00688,Private room,,3,27,2022-09-08,0.42,1,0,0,
27697401,Rental unit in Stockholm · ★5.0 · 1 bedroom · 1 bed · 1 bath,209082286,Marcia,,Norrmalms,59.34452,18.03839,Entire home/apt,,4,9,2023-08-03,0.14,1,0,2,
27741293,Guesthouse in Hässelby-Vällingby · 1 bedroom · 1 bed · 2.5 baths,209436946,Ilker,,Hässelby-Vällingby,59.38335,17.86278,Private room,292,1,1,2018-09-16,0.02,1,362,0,
27780228,Rental unit in Norrmalm · ★4.64 · 1 bedroom · 1 bed · 1.5 baths,75793824,Arash,,Norrmalms,59.34048,18.04423,Entire home/apt,,2,14,2022-09-18,0.21,1,0,0,
27784717,Condo in Södermalm · ★4.87 · 4 bedrooms · 7 beds · 1 bath,19716086,Torbjörn,,Södermalms,59.31452,18.0623,Entire home/apt,2929,3,46,2023-12-03,0.84,1,63,29,
27840211,Rental unit in Stockholm · ★4.58 · 1 bedroom · 2 beds · 1.5 shared baths,151799537,Mary Jane,,Södermalms,59.31611,18.0623,Private room,1150,3,53,2023-10-01,0.82,1,261,9,
27845508,Boutique hotel in Stockholm · ★4.72 · 1 bedroom · 1 bed,116044429,Guven,,Norrmalms,59.34182,18.04786,Hotel room,536,1,36,2023-10-17,0.68,8,9,8,
27867827,Rental unit in Enskede-Årsta-Vantör · ★4.68 · 1 bedroom · 1 bed · 1 shared bath,160306359,Pernilla,,Enskede-Årsta-Vantörs,59.26821,18.05467,Private room,699,2,19,2019-11-10,0.29,1,87,0,
27942666,Rental unit in Stockholm · ★4.93 · 1 bedroom · 1 bed · 1 bath,54393295,Stina,,Kungsholmens,59.3351,18.03048,Entire home/apt,1386,5,29,2023-12-12,0.45,1,43,6,
27984452,Rental unit in Bromma · ★5.0 · 1 bedroom · 2 beds · 1.5 baths,38449182,Fanny,,Bromma,59.33879,17.93155,Entire home/apt,990,2,11,2022-10-03,0.17,1,174,0,
28008949,Rental unit in Norrmalm · ★4.72 · 1 bedroom · 2 beds · 1 bath,211541839,Christoffer,,Norrmalms,59.34438,18.0364,Entire home/apt,,60,46,2020-06-12,0.71,1,0,0,
28038229,Rental unit in Norrmalm · ★4.99 · 5 bedrooms · 10 beds · 2 baths,185037667,Anna,,Norrmalms,59.34231,18.05141,Entire home/apt,5600,3,104,2023-12-10,1.64,1,40,10,
28094351,Rental unit in Södermalm · ★5.0 · 2 bedrooms · 2 beds · 1 bath,211875950,Maria,,Södermalms,59.31655,18.07103,Entire home/apt,3000,1,11,2023-07-09,0.17,1,56,7,
28116655,Rental unit in Stockholm · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,211807058,Karen,,Hässelby-Vällingby,59.37473,17.83931,Private room,400,3,3,2018-09-15,0.05,1,89,0,
28145343,Rental unit in Hammarbyhöjden · ★5.0 · 1 bedroom · 3 beds · 1 bath,63693025,Lise-Lott,,Skarpnäcks,59.29786,18.10447,Entire home/apt,,3,9,2023-10-31,0.14,1,0,5,
28153244,Rental unit in Hägersten-Liljeholmen · ★4.56 · 1 bedroom · 1 bed · 1.5 shared baths,8387566,Mats,,Hägersten-Liljeholmens,59.30492,17.97613,Private room,265,30,9,2023-12-01,0.18,4,364,1,
28192977,Rental unit in Södermalm · ★4.96 · 1 bedroom · 1 bed · 1 shared bath,130787149,Philip,,Södermalms,59.32282,18.07388,Private room,559,1,280,2023-12-15,4.36,1,23,96,
28243711,Rental unit in Västberga/Midsommarkransen · ★5.0 · 1 bedroom · 1 bed · 1 shared bath,213325097,Christian,,Hägersten-Liljeholmens,59.29629,18.01094,Private room,487,2,17,2023-12-18,0.30,1,90,8,
28263657,Rental unit in Södermalm · ★4.95 · 1 bedroom · 1 bed · 1 bath,31783855,Residence,,Södermalms,59.32538,18.07422,Entire home/apt,2023,2,148,2023-12-13,2.29,8,228,49,
28281081,Rental unit in Södermalm · ★4.62 · Studio · 1 bed · 1 bath,60382478,Elias,,Södermalms,59.31401,18.0773,Entire home/apt,899,3,179,2023-12-21,2.77,38,0,37,
28458153,Rental unit in Bromma · ★5.0 · 1 bedroom · 1 bed · 1 bath,16014802,Sofie,,Bromma,59.33559,17.96718,Entire home/apt,,2,7,2019-10-13,0.13,1,0,0,
28505103,Loft in Södermalm · ★4.59 · 3 bedrooms · 3 beds · 1.5 baths,215154226,Viggo,,Södermalms,59.31948,18.05621,Entire home/apt,1000,3,22,2021-08-29,0.35,1,0,0,
28506162,Rental unit in Norrmalm · ★4.80 · 1 bedroom · 3 beds · 1.5 baths,60583598,Veronica,,Norrmalms,59.3455,18.04101,Entire home/apt,,5,5,2022-07-30,0.08,1,0,0,
28598163,Rental unit in Bromma · 1 bedroom · 1 bed · 1 bath,204466559,Nader,,Bromma,59.33603,17.95823,Entire home/apt,,5,0,,,1,0,0,
28707757,Cabin in Bromma · ★4.84 · 1 bedroom · 3 beds · 1 bath,21726271,Niclas,,Bromma,59.31331,17.95873,Entire home/apt,,3,49,2023-09-04,0.77,1,0,14,
29069237,Rental unit in Hägersten-Liljeholmen · ★4.80 · 1 bedroom · 1 bed · 1 bath,219044728,Alexander,,Hägersten-Liljeholmens,59.29986,18.01318,Entire home/apt,1500,89,5,2020-01-19,0.08,1,179,0,
29210103,Rental unit in Hammarby Sjöstad · 1 bedroom · 1 bed · 1 bath,62884716,Pernilla,,Södermalms,59.30819,18.10901,Private room,1600,1,1,2018-10-21,0.02,10,135,0,
29244757,Rental unit in Enskede · ★4.89 · Studio · 1 bed · 1.5 baths,82837836,Eva,,Farsta,59.27551,18.07335,Entire home/apt,850,1,185,2023-12-03,2.99,1,228,35,
29304116,Rental unit in Kungsholmen · ★4.86 · 1 bedroom · 1 bed · 1 bath,133426961,Deborah,,Kungsholmens,59.32878,18.02831,Entire home/apt,,14,7,2019-10-22,0.11,1,0,0,
29326770,Condo in Ladugårdsgärdet · ★4.88 · 1 bedroom · 2 beds · 1 bath,16238442,Mikaela,,Östermalms,59.34694,18.10489,Entire home/apt,,7,8,2023-02-20,0.13,1,0,2,
29327373,Rental unit in Fruängen · ★4.82 · 1 bedroom · 1 bed · 1 bath,220928839,Bahar,,Hägersten-Liljeholmens,59.28492,17.95673,Entire home/apt,,2,17,2021-08-21,0.30,1,0,0,
29429469,Rental unit in Kungsholmen · ★5.0 · 3 bedrooms · 3 beds · 2 baths,221680224,Marie-Michelle,,Kungsholmens,59.34003,18.0082,Entire home/apt,3500,2,6,2019-08-02,0.10,1,0,0,
29430494,Rental unit in Norrmalm · ★4.86 · 1 bedroom · 2 beds · 1 bath,133897130,Ylva,,Norrmalms,59.33966,18.03055,Entire home/apt,,3,37,2023-08-13,0.65,1,0,4,
29455286,Condo in Kungsholmen · ★4.91 · 1 bedroom · 1 bed · 1.5 shared baths,1293314,Tommy,,Kungsholmens,59.3332,18.04706,Private room,541,1,308,2023-12-28,4.91,2,330,80,
29585384,Rental unit in Stockholm · ★5.0 · 1 bedroom · 1 bed · 1 bath,100228660,Isak,,Södermalms,59.31006,18.07925,Entire home/apt,,2,9,2023-07-21,0.14,1,0,1,
29640569,Rental unit in Södermalm · ★4.04 · 1 bedroom · 1 bed · 1 shared bath,201043701,Kajsa,,Södermalms,59.31652,18.08297,Private room,616,1,24,2023-12-21,0.38,7,332,9,
29640934,Rental unit in Södermalm · ★4.22 · 1 bedroom · 1 bed · 1 shared bath,201043701,Kajsa,,Södermalms,59.31491,18.08505,Private room,883,1,18,2023-11-19,0.31,7,344,10,
29727738,Rental unit in Stockholm · ★4.50 · 1 bedroom · 1 bed · 1 bath,62308954,Sophia,,Älvsjö,59.28201,18.00161,Entire home/apt,,2,10,2022-06-30,0.17,1,0,0,
29734521,Rental unit in Kungsholmen · ★4.76 · 1 bedroom · 2 beds · 1 bath,167329392,Anna&Masud,,Kungsholmens,59.33216,18.04839,Entire home/apt,,2,127,2022-11-12,2.09,1,0,0,
29953006,Rental unit in Ladugårdsgärdet · ★4.55 · 1 bedroom · 2 beds · 1 bath,33106412,Gladis,,Östermalms,59.34738,18.10816,Entire home/apt,900,5,22,2023-09-13,0.36,1,33,9,
29984052,Rental unit in Södermalm · ★4.92 · 1 bedroom · 1 bed · 1.5 baths,225417730,Zahra,,Södermalms,59.31198,18.06476,Entire home/apt,1300,3,24,2023-12-17,0.39,1,27,5,
29987655,Loft in Norrmalm · ★5.0 · Studio · 1 bed · 1 shared bath,21407837,Fredrik,,Norrmalms,59.34081,18.06068,Private room,399,3,4,2022-08-08,0.23,2,0,0,
30063855,Rental unit in Stockholm · Studio · 1 bed · 1.5 baths,17354666,Christoffer,,Skärholmens,59.28999,17.92509,Entire home/apt,,2,2,2019-08-04,0.03,1,0,0,
30066733,Rental unit in Akalla · ★4.89 · 1 bedroom · 1 bed · 1 shared bath,225947265,Noel Amin,,Rinkeby-Tensta,59.4134,17.91931,Private room,341,1,9,2020-01-24,0.15,1,0,0,
30110127,Rental unit in Kungsholmen · ★4.70 · 1 bedroom · 1 bed · 1 bath,2755002,Checkin,,Kungsholmens,59.33777,18.02895,Entire home/apt,1166,1,10,2023-04-10,0.19,3,326,1,
30160855,Serviced apartment in Bromma · ★4.55 · Studio · 4 beds · 1 bath,186220121,Mornington Longstay,,Bromma,59.34656,17.96541,Entire home/apt,950,48,11,2023-10-21,0.19,18,87,10,
30165763,Rental unit in Södermalm · ★4.92 · 3 bedrooms · 3 beds · 2 baths,199715261,Jens,,Södermalms,59.30996,18.07116,Entire home/apt,2500,4,12,2020-02-23,0.20,1,25,0,
30177569,Rental unit in Södermalm · ★4.84 · 2 bedrooms · 5 beds · 1 bath,1027549,William,,Södermalms,59.32541,18.06795,Entire home/apt,3706,1,281,2023-12-26,4.57,24,330,67,
30279627,Rental unit in Stockholm · ★5.0 · 2 bedrooms · 2 beds · 1 bath,67152003,Magdalena,,Södermalms,59.31412,18.09488,Entire home/apt,2000,5,18,2023-08-13,0.61,1,172,11,
30290040,Rental unit in Södermalm · ★4.75 · Studio · 1 bed · 1 bath,7443963,Dennis,,Södermalms,59.31926,18.06026,Entire home/apt,,9,12,2023-09-30,0.21,1,0,2,
30329459,Rental unit in Södermalm · ★5.0 · 1 bedroom · 1 bed · 1.5 shared baths,12437724,Tobias & Åsa,,Södermalms,59.31574,18.03855,Private room,400,10,9,2023-03-31,0.40,1,79,2,
30372430,Condo in Stockholm  · ★4.87 · 2 bedrooms · 2 beds · 1 bath,44399364,Frida,,Östermalms,59.3377,18.09187,Entire home/apt,2021,1,78,2023-11-02,1.28,1,0,18,
30386610,Rental unit in Södermalm · ★5.0 · 2 bedrooms · 2 beds · 1.5 baths,578560,Linda,,Södermalms,59.30339,18.08345,Entire home/apt,1618,90,4,2022-01-03,0.07,1,79,0,
30392203,Rental unit in Södermalm · ★5.0 · 1 bedroom · 3 beds · 1 bath,31783855,Residence,,Södermalms,59.32549,18.07264,Entire home/apt,3091,2,8,2023-06-29,0.21,8,279,3,
30466424,Rental unit in Björkhagen · ★5.0 · 1 bedroom · 1 bed · 1.5 baths,7347755,Jonatan,,Skarpnäcks,59.29616,18.11393,Entire home/apt,,2,4,2022-08-04,0.07,2,0,0,
30535674,Rental unit in Södermalm · ★4.94 · 3 bedrooms · 3 beds · 1 bath,53730501,Tinni,,Södermalms,59.31508,18.06618,Entire home/apt,3000,2,32,2023-07-31,0.53,1,112,2,
30553531,Serviced apartment in Kungsholmen · ★4.79 · 1 bedroom · 2 beds · 1 bath,8098890,Robin,,Kungsholmens,59.33339,18.0248,Entire home/apt,800,1,279,2023-12-10,4.57,20,275,72,
30579247,Rental unit in Kungsholmen · ★4.76 · 1 bedroom · 2 beds · 1 bath,8098890,Robin,,Kungsholmens,59.33281,18.02367,Entire home/apt,800,1,365,2023-12-21,5.98,20,224,102,
30625615,Rental unit in Kungsholmen · ★4.67 · 1 bedroom · 3 beds · 1 bath,8098890,Robin,,Kungsholmens,59.33256,18.02517,Entire home/apt,677,2,305,2023-12-19,5.00,20,0,67,
30685213,Rental unit in Kungsholmen · ★4.78 · 1 bedroom · 1 bed · 1 bath,8098890,Robin,,Kungsholmens,59.33266,18.02366,Entire home/apt,748,2,224,2023-12-14,3.67,20,327,59,
30686801,Villa in Solhem · ★5.0 · 4 bedrooms · 5 beds · 2 baths,229695091,Alex,,Spånga-Tensta,59.38002,17.90026,Entire home/apt,2477,5,5,2020-07-23,0.09,1,173,0,
30687800,Rental unit in Kungsholmen · ★4.69 · 1 bedroom · 1 bed · 1 bath,8098890,Robin,,Kungsholmens,59.33439,18.02445,Entire home/apt,617,1,212,2023-12-21,3.49,20,336,55,
30688548,Rental unit in Kungsholmen · ★4.70 · 1 bedroom · 1 bed · 1 bath,8098890,Robin,,Kungsholmens,59.33412,18.02425,Entire home/apt,624,2,296,2023-12-20,4.86,20,0,71,
30701604,Rental unit in Kungsholmen · ★4.80 · 1 bedroom · 2 beds · 1 bath,8098890,Robin,,Kungsholmens,59.33438,18.0254,Entire home/apt,820,2,228,2023-12-21,3.74,20,0,57,
30722311,Serviced apartment in Bromma · Studio · 4 beds · 1 bath,186220121,Mornington Longstay,,Bromma,59.34656,17.96541,Entire home/apt,524,48,2,2019-10-19,0.03,18,267,0,
30722587,Serviced apartment in Bromma · ★4.33 · Studio · 4 beds · 1 bath,186220121,Mornington Longstay,,Bromma,59.34656,17.96541,Entire home/apt,524,48,6,2023-08-31,0.11,18,88,2,
30737131,Rental unit in Stockholm · ★5.0 · 2 bedrooms · 2 beds · 1 bath,24575478,Malin,,Enskede-Årsta-Vantörs,59.29918,18.03473,Entire home/apt,,7,5,2021-08-19,0.08,1,0,0,
30789649,Rental unit in Enskede-Årsta-Vantör · 1 bedroom · 2 beds · 1 bath,230351258,Edgars,,Enskede-Årsta-Vantörs,59.2897,18.02691,Entire home/apt,3000,1,0,,,1,90,0,
30812963,Serviced apartment in Stockholm · ★4.50 · 1 bedroom · 1 bed · 1 bath,362541894,ApartDirect,,Södermalms,59.301509857177734,18.10618019104004,Entire home/apt,887,2,287,2023-12-19,4.70,19,0,132,
30883760,Rental unit in Stockholm · ★4.96 · 1 bedroom · 2 beds · 1 bath,63919743,Jon,,Södermalms,59.30855,18.07255,Entire home/apt,,5,24,2021-09-07,0.44,1,0,0,
30918419,Rental unit in Rinkeby · ★5.0 · 2 bedrooms · 2 beds · 1 bath,174000656,Navid,,Rinkeby-Tensta,59.38656,17.93846,Entire home/apt,410,14,7,2022-06-02,0.16,1,0,0,
30923175,Serviced apartment in Bromma · ★3.60 · Studio · 4 beds · 1 bath,186220121,Mornington Longstay,,Bromma,59.34656,17.96541,Entire home/apt,524,48,5,2023-08-31,0.09,18,173,1,
30949916,Rental unit in Sodermalm · ★4.44 · Studio · 1 bed · 1 bath,362541894,ApartDirect,,Södermalms,59.30150604248047,18.106176376342773,Entire home/apt,962,2,90,2023-12-08,1.50,19,337,11,
30950252,Rental unit in Södermalm · ★4.51 · 1 bedroom · 1 bed · 1 bath,362541894,ApartDirect,,Södermalms,59.30150604248047,18.106176376342773,Entire home/apt,1366,2,84,2023-12-17,1.39,19,327,26,
30971587,Rental unit in Östermalm · 1 bedroom · 1 bed · 1 bath,231409230,Jan,,Östermalms,59.32354,18.10026,Entire home/apt,900,30,1,2021-07-01,0.03,1,215,0,
31107901,Rental unit in Bagarmossen · ★5.0 · 1 bedroom · 1 bed · 1 bath,137250075,Lars,,Skarpnäcks,59.27439,18.13091,Entire home/apt,,5,3,2022-10-21,0.09,1,0,0,
31190530,Rental unit in Södermalm · ★4.79 · 1 bedroom · 2 beds · 1.5 shared baths,233192694,Edeysi,,Södermalms,59.31256,18.0576,Private room,370,4,129,2023-07-21,2.13,1,300,1,
